message,sentiment,interactionRate,pageName,likes,comments,shares,type,createTime
The Animal Refuge League of Greater Portland is here selling raffle tickets to win one of 8 unframed Epiphany prints. Stop in today or tomorrow to help us celebrate our two year anniversary!,1,1.1862,Foundation Brewing Company,60,5,4,Photo,03/04/2016 15:55:20
,0,0.0379,Stony Creek Beer,3,0,0,Photo,03/04/2016 15:44:04
"Process/Progress #2, Beards and Arrows, Burgess, The Stalk, Derivative: Mosaic and Broze on today!  (whoa)  For more info hit the front page of www.proclamationaleco.com",0,0.4853,Proclamation Ale Company,10,6,0,Status,03/04/2016 15:40:44
Don't forget about our great fundraiser for Save the Bay.,0,0.0529,The Bucket Brewery,2,0,0,Photo,03/04/2016 15:36:37
They say three’s a crowd… but we don’t mind. #WeekendWithSam,0,0.1447,Samuel Adams,1383,65,49,Photo,03/04/2016 15:29:57
"Happy Friday people!  We are getting ready here at The Pub for another off the charts 5 Gallon Friday!  We have these two lovely ladies playing at 7pm.  To solid new homebrews by Mug Club Members Rob D and Biff B.  We also have two of the handsomest bartenders on Cape Ann giving out, as usual, smooches to the ladies and high fives for the fellas!  Get Some!",0,0.0467,Cape Ann Brewing,4,0,1,Photo,03/04/2016 15:26:03
Open untill 730!!,0,0.1587,The Bucket Brewery,5,0,1,Photo,03/04/2016 15:23:54
"Exciting news from the Shipyard Tasting Room - we're previewing our newest brew!

Island Time Session IPA, which will be available nationwide later this spring, is now available on draft only in our tasting room in Portland.",0,0.0403,Shipyard Brewing Company,9,0,2,Photo,03/04/2016 15:21:44
"Come on out to hear a live band, bid on silent auction items and dance the night away! #nantucket #hometownhoedown",0,0.0605,Cisco Brewers Nantucket,12,0,0,Photo,03/04/2016 15:19:13
"Enjoy this picture🍻 #Punkybrewmaster 4-7pm tonight On Tap:
Flagship Cream Ale
Flying Jenny Extra Pale Ale
Leaning Chimney Smoked Porter
Mary Ann's Ginger Spice
Chalkboard Series: Black Mast Stout 
Dark Star w/ Cherries (32oz fill only) $16
Pour Judgement IPA
Great Ketch IPL
Captain's Daughter DIPA
#drinklocal #supportlocal #craftbeer",0,0.1217,Grey Sail Brewing of Rhode Island,6,0,1,Photo,03/04/2016 15:11:42
"Stop in to view the progress on our mural...
We're open Friday from 3 til 7
Samples n sales 
Plus we have restocked the merch",0,0.3192,Building 8 Brewing / BLDG8 Brewing,7,0,0,Photo,03/04/2016 15:10:41
"Did you know you can get LARRY Imperial IPA pickles at Vincent's?  Grab some today, they are delicious! #stretchspickles #localgoods",0,0.3837,Wachusett Brewing Company,43,6,22,Photo,03/04/2016 15:09:55
"Have you tried a beer from our beer engine? Come in this and every Friday/Saturday for some sweet cask action. 
Just tapped - Princess Peach - Queen w/Peach, Raspberry, Equinox, and Mosaic.",0,0.4101,Foolproof Brewing Company,22,0,2,Photo,03/04/2016 14:55:26
"Voting today for town officials from 1-6, tomorrow Town Meeting at Noon come vote on the Special Amusement Ordinance!",0,0.332,Strong Brewing Company,6,0,0,Photo,03/04/2016 14:54:59
"Straight to your M-hole....

- Sea Hag
- G-Bot
(more to come soon)",0,0.1492,New England Brewing Co.,16,13,0,Status,03/04/2016 14:44:09
Obsius back on tap today at the tasting room! Mighty mighty Gneiss. #begneiss #weizenstout,1,0.8199,Gneiss Brewing Company,20,5,0,Photo,03/04/2016 14:38:04
"Wish us luck at the Sip & Slide event on Sunday. Our new beer, Croupier, is competing in the beer/slider pairing competition. Hope to see some of you there!",0,0.0242,Idle Hands Craft Ales,1,0,0,Link,03/04/2016 14:38:00
Next batch of Gracious Thoughts - our Juniper Berry Chaga Double Black IPA is headed to the fermenter today. Yum! #chagahunter #vtbeer #brewedforyou,1,1.1851,"Bent Hill Brewery, LLC",16,5,0,Photo,03/04/2016 14:37:08
Weekends are great for visiting breweries and NH has got quite a few! We're open 12-7 pm on Saturdays with tours at 1 & 3 pm. Sundays we're open 11 am - 2 pm. #livefreedrinkcraft #nhbeer,0,0.4716,Stoneface Brewing Co.,28,0,0,Link,03/04/2016 14:26:38
"Today's list for samples, plus limited six packs of #Rakautra and Tony Goes Dancing. Open 4-7.",0,0.1681,Back East Brewing Company,8,7,2,Photo,03/04/2016 14:17:12
We have a new food truck out tonight called Paradise Bistro! We have 6 beers on draft as well as Pride Session Pale Ale in cans! The taproom is open until 11pm.,0,0.0607,Young Veterans Brewing Company,6,1,1,Photo,03/04/2016 14:11:33
We hope to see you tomorrow at Cranmore Mountain Resort,0,0.036,Tuckerman Brewing Company,3,0,0,Event,03/04/2016 14:08:58
We'll be at Cotuit Liquors today from 3pm - 5pm pouring samples of Cape Cod Beer. Come on in! #samples #craftbeer,0,0.0073,Cape Cod Beer,1,0,0,Photo,03/04/2016 14:05:43
"Who's ready for a beer? We've got you covered til' 9pm. Play a little corn hole and kickoff the weekend. Winner gets a pint on us!
#Fridayisthebestday #LewistonME #craftbrewedinMaine #cheers #Mainething",0,0.1217,Baxter Brewing Co.,13,2,0,Photo,03/04/2016 14:03:38
Thank you Two Pine State for a wonderful short film series about Maine Beer Company!,0,0.4698,Maine Beer Company,65,6,17,Video,03/04/2016 13:52:42
"Thanks for all the votes!  We landed at number 3!  Super pumped to have so many fans.
http://www.10best.com/awards/travel/best-new-brewery/#thumbnail-4930-click",1,2.6613,Stoneface Brewing Co.,129,11,18,Link,03/04/2016 13:45:31
QCB's in Barcelona! Maarten and Sarah are hard at work...,1,0.6949,"Queen City Brewery, LLC",20,1,2,Photo,03/04/2016 13:43:58
"This is Prudence & Patience, our new Gose brewed with rosehips and coriander! Try it first at East Bay Restaurant Week locations. http://ebdining.com",0,0.1852,The Bucket Brewery,6,0,1,Photo,03/04/2016 13:39:09
Tap Room open today 4-7pm. #drinklocal #cottrell #ctcraftbeer #craftbeer #ipa #blackale #barrelagedbeer #barleywine #scotchale #growlerfills,0,0.4306,Cottrell Brewing Company,12,0,0,Photo,03/04/2016 13:38:41
,1,2.5247,Out.Haus Ales,23,0,0,Photo,03/04/2016 13:37:37
12 Packs of Wachusett are on sale this week at Austin Liquors $13.99 (+dep) - Have a great weekend!,0,0.0054,Wachusett Brewing Company,1,0,0,Photo,03/04/2016 13:27:44
,0,0.0108,Wachusett Brewing Company,2,0,0,Event,03/04/2016 13:23:55
,0,0.217,Black Bear Brewing Co.,4,0,0,Event,03/04/2016 13:23:25
,0,0,Wachusett Brewing Company,0,0,0,Event,03/04/2016 13:22:15
,0,0,Wachusett Brewing Company,0,0,0,Event,03/04/2016 13:21:59
,0,0.0054,Wachusett Brewing Company,1,0,0,Event,03/04/2016 13:20:58
,0,0.0108,Wachusett Brewing Company,2,0,0,Event,03/04/2016 13:20:16
"Come in an see us at the brewery Friday 4-7 & Saturday 2-7.

On Tap: Really Pale Ale, *Lush Double IPA, Winter Ale, Heavy Imperial Stout for Tasters and Growler Fills. *Sorry no Growler Fills of Lush.

22oz Bottles: Really Pale Ale, The Other, Lush Double IPA, RS Double IPA, Winter Ale & Heavy Imperial Stout",1,1.9963,Frost Beer Works,27,5,0,Photo,03/04/2016 13:20:01
,0,0,Wachusett Brewing Company,0,0,0,Event,03/04/2016 13:19:10
"Quite the eventful brew day yesterday!  The boil kettle cracked just as it was done filling with wort (unfermented beer). With a little quick thinking I was able to get it out of the kettle and into another tank. Got the crack welded last night-(thanks dad!) and finished the brew day up around 3:30 this morning!  Back at it today opening up the tap room...we have the Red, Stoit, IPA, and 207 on tap, with the Clearwater Cream ready to be tapped tomorrow. 
#timeforatumbledown",1,1.8293,Tumbledown Brewing,23,0,1,Photo,03/04/2016 13:18:28
,0,0,Wachusett Brewing Company,0,0,0,Event,03/04/2016 13:18:15
"Open 1-9pm today! Live music from Me & My Uncle @630. 

Haven Beach Belgian Style Table Beer is on too! 

Next Friday we have a very special event at the brewery...check it!",0,0.3011,SoMe Brewing Company,10,0,3,Photo,03/04/2016 13:05:14
"Our tasting room will be closed this Saturday, Sunday, and Monday to give our tasting room staff a few days of R&R. We'll be open on Tuesday regular time! See you next week!",0,0.0229,Allagash Brewing Company,23,0,2,Photo,03/04/2016 13:00:00
"We're teaming up with the World PEAS CSA program to support their mission of food security for both local farmers & low-income families. Pick a share, designate Night Shift as your pick-up location, & receive fresh local produce for 20 weeks - deadline is this April! http://nsbeer.co/world_peas",0,0.0783,Night Shift Brewing,8,0,4,Photo,03/04/2016 13:00:00
Join Alex and learn to brew your own fantabulous fermentables.,0,0.179,Earth Eagle Brewings,9,0,0,Event,03/04/2016 12:58:09
"Check out a write up about Barley Wines written by Jeff Baker of Farrell Distributing, he mentions Tick, Tick, Tick, Boom! Some nice food and cheese pairings in there too!",0,0.2286,Drop In Brewing Company,8,0,0,Link,03/04/2016 12:50:47
"Busy day already for us!  
Firstly, we'll be open 3-7pm today!  The blistery snow is conquered by the flaming licks of our fireplace!  
We also got a few new toys thanks to the 19 acre estate vineyard of Korbin Kameron!  We are very excited to put these to use!  Fresh off the truck, we bagged 3 cabernet and a merlot.  Our bottles for the next release have landed (remember that pLambic on Sicilian oranges?), and we're brewing up another double IPA with some fun new varietals today.
Hope you all enjoy!  Drive safe out there and stay warm!",1,1.0361,Deciduous Brewing Company,32,3,2,Photo,03/04/2016 12:35:29
"Our homebrew shop opens tomorrow 5 March, 2016.  We are happy to say we have local grains, come on down tomorrow between 11-5, #petersonqualitymalt, #Vtbeer, #Homebrewing",1,3.821,1st Republic Brewing Co,22,0,13,Photo,03/04/2016 12:21:04
,1,0.8352,Earth Eagle Brewings,42,0,0,Event,03/04/2016 12:18:20
"Come by today and Nate and Amy will pour flights and pints starting  at 1pm.

Neal McCartthy Problem will entertain you from 4:30 to 7:30. 

Fancheezacle has a full menu today  at 4:30. 

Taps off at 7:30 and we close at 8pm.",0,0.1007,Buzzards Bay Brewing,9,0,0,Photo,03/04/2016 12:16:21
"On CASK tonight...DERP V.7 dry hopped w/ Citra!

Get a special preview of DERP V.7 - Falconers & Mouteka are the hop pairing in this iteration,  It will be kegged and on tap for fills next weekend...but you can grab a glass of casked goodness tonight.

We also have freshly kegged Secret Agent X9 ready to go!

ON CASK:
DERP V.7 - IIPA - *No growler fills*

ON TAP:
Naughty Eskimo - IPA
Nummy Nummy - IIPA
Panzerfaust - Weizenbock
Conqueror - Imperial Brown
Happy Treez - IPA (experimentally new)
Secret Agent X9 - Belgian Golden Strong",1,1.1593,Stubborn Beauty Brewing,35,3,4,Photo,03/04/2016 12:14:32
"This Sunday we release cans of Nordri, our lager and bitters collaboration with @owlandwhale at the brewery. Custom Deluxe will be on hand slinging burgers and chili. Very limited amount of cans, come get em! It's gonna be a good day. #superfriends #flavorninjas #paganbeer #mainebeer #biddeford #Sunday #craftbeer #craftbitters #notjustaspicedbeer",0,0.0884,Banded Horn Brewing Co.,5,1,0,Photo,03/04/2016 12:12:32
"CSA time again!  Fresh organic veggies from our friends at Morning Dew Farm.  Pickup at the Tasting Room at our Newcastle brewery on Fridays from noon - 7 pm.  Sign up here:

http://www.morningdeworganic.com/csasignup",0,0.1076,Oxbow Brewing Company,8,0,2,Photo,03/04/2016 12:11:07
"As part of our ongoing celebration of our first year of business...

THE BIG MAN RETURNS TO THE TAPROOM TONIGHT!!",0,0.3885,Medusa Brewing Company,23,1,0,Event,03/04/2016 12:02:02
"Sign up for Fridays at 6 starts now! Click the link below to sign up

1) You CANNOT sign other people up for Fridays@6
2) If you are not on the list you will be asked to leave. NO EXCEPTIONS will be made 
3) If you're a no show you will be banned from signing up for 1 month 
4) Doors to the tasting room will lock behind you so if you leave to go outside you WILL NOT BE LET BACK IN
5) You exchange your ID in order to get your pint glass. Turn in your glass when you're ready to leave and you'll get your ID back. Don't forget it! 
6) Broken Glass = Everyone has to leave, no exceptions so be sure to use two hands! 
7) LAST POUR IS @ 7:30*****
8) DOORS LOCK AT 6:30, YOU MUST ARRIVE BEFORE 6:30",0,0.0137,Newport Storm Beer,2,0,0,Link,03/04/2016 12:01:05
"Guide yourself through a lupulin landscape of pine, resin and tropical fruit with Green Blaze IPA, our latest year-round release!",1,0.8666,Long Trail Brewing,538,71,53,Photo,03/04/2016 12:00:02
Mmm...Citra.,1,0.7753,Otter Creek Brewing,365,9,3,Photo,03/04/2016 12:00:01
"Escape the work week & the cold with a trip to Four Quarters! Open today from 12-9!  Featuring:
*TINY MOONS’ “SUGAR SHACK” maple cream soda! 

OPUS DEI – “The work of God” Belgian-style Patersbier

OPUS HUMULUS – “The work of hops” Hoppy Patersbier.

OPUS FERUM – “The work of the wild” Patersbier fermented with Brettanomyces 

HORN OF THE MOON – Belgian-style witbier with sweet & bitter orange peel.

COFFEE BEAR – Great Bear conditioned on VT roasted whole coffee beans.

LOVE & LUST – Smoked Oyster beer made in collaboration with Hen of the Wood - Burlington

*BYOGrowlers – we are currently still out & want you to get your #4qbc brews to go!",0,0.0637,Four Quarters Brewing,3,0,0,Photo,03/04/2016 11:52:49
"We're having an Event Rental Open House & Complimentary Beer Tasting! 
Planning a wedding or special event & need to add just the right touch to create a unique & beautiful day? Visit our open house on 3/20 & enter a raffle for your chance to win 10% off your event rental order! 
Free entry. Free street parking.  Free snacks & beer samples (21+). 

Or make a private appointment to visit our showroom at another time. 
melissa@leftysbrew.com or 413-475-3449 for all questions.
We also offer beer for events!
www.leftysbrew.com",0,0.0214,Lefty's Brewing Company,1,0,0,Event,03/04/2016 11:51:22
"Did you know about Pints and Paints?
It's affordable, creative and totally awesome! Create your own masterpiece @ Cisco every Tuesday with Lindsay from 5-7pm all winter long!",0,0.2017,Cisco Brewers Nantucket,35,1,4,Photo,03/04/2016 11:36:36
"Northshire Brewery will be having a Tap Takeover at Strange Fellows in Rutland, VT.  Join us Friday March 11, 2016 from 
5 to 8 pm. to one of five different selections on tap.  Hope to see you there. ",1,0.8197,Northshire Brewery,6,0,1,Status,03/04/2016 11:34:35
Had a busy morning here with CNBC filming...and we've got a busy evening planned with the Open House tonight (6-9pm). See you later! #halffullbrewery #stamford #openhouse,1,0.8997,Half Full Brewery,55,3,3,Photo,03/04/2016 11:33:37
"Northshire Tap Takeover at Strange Fellows in Rutland VT.
",0,0.3513,Northshire Brewery,2,0,1,Status,03/04/2016 11:28:28
"Smuttynose, The Portsmouth Brewery Northampton Brewery Co-founder Peter Egelston tells his story of being a craft beer pioneer, a teacher and a proto-hipster in Brooklyn. #nhbeer",0,0.0205,Smuttynose Brewing Co.,6,0,0,Link,03/04/2016 11:21:13
"Tapping the mandarin infused Farmer's Fresh at 2:15 on Saturday

*Mark Nomad takes the stage at 5 today (super unique/ awesome sound)
** Bum Steers jam Saturday at 3",0,0.4443,Fort Hill Brewery,16,2,0,Photo,03/04/2016 11:14:29
"Today from 5pm to 9pm we have Already Taken DIPA, Hobbit Juice, Whisker'd Wit, Dogs & Boats, and P^2.",0,0.1205,The Beer'd Brewing Co.,9,1,0,Status,03/04/2016 11:11:01
"I am off to a slow start this morning as I recover from the All-Star Beer Dinner at #NoshTavern last night.  The beers from #Ravenous, #TwoRoads, #Sebago, #Kelsen and #OtterCreek (and IndieFerm) were phenomenal but the food was even better.  The chefs really outdid themselves.  Each course was prepared by a different chef from some of the finest restaurants on the south shore.

Thanks to Peter V, Mike, Dick, and the staff at Nosh for putting it all together.  And if that wasn't enough, the Delta Generators side project band O'Neil Armstrong with Jim C on sax took over when dinner was cleared.  They were incredible too.  

IndieFerm is doing a collaboration beer with the Delta Generators for their CD release party on March 26.  Initial samples from the fermenter are tasting great, it just needs a little time to finish up.

The tap room will be open this weekend Friday 3-7 PM, Saturday 12-6 PM, and Sunday 12-4 PM. Note the early closing Saturday.  We need to close up the taproom and head",1,1.4478,Independent Fermentations Brewing,13,0,1,Status,03/04/2016 11:07:31
,0,0.4331,Bigelow Brewing Company,12,0,0,Event,03/04/2016 11:04:38
"Introducing our newest Year Round Brew...Black Water Pils

An elegant maltiness with mild, almost bittersweet, notes of chocolate and coffee are what highlight this Hoppy Black Pilsner. Magnum Hops impart a clean hop bitterness, while Black Water’s, dry finish allows the Chinook and Tettnang hop spiciness to shine through.  Grab a bottle and dangle your toes in the black water…if you dare!
5.2% ABV 45 IBU

On draft now.  In bottles this spring!",1,5.0126,Stony Creek Beer,320,44,33,Photo,03/04/2016 10:32:14
HBD #VT. 😘🎉🍻,0,0.0138,Magic Hat Brewing Company,31,1,4,Photo,03/04/2016 10:22:49
Yay Curieux! We are thrilled to have made the list.,1,1.1218,Allagash Brewing Company,1029,90,108,Link,03/04/2016 10:14:47
"Our classic Farmhouse Belgian Saison, Lola's Saison, is back on draft at the brewery's tap room and in local bars/restaurants. Bottles will be hitting the shelves late next week.",0,0.1857,Abandoned Building Brewery,5,0,1,Status,03/04/2016 10:10:23
"Walter Sobchak: [asked to be quiet at the coffee house] Excuse me, dear? The Supreme Court has roundly rejected prior restraint!
The Dude: This isn't a First Amendment issue, man.

Exercise your right and let your voice be heard by voting for Outer Light Brewing under ""Brewery"" on the schooner-like graphic link below. It only takes a few seconds.

http://theday.secondstreetapp.com/l/Best-of-Readers-Choice-2016-Voting/Ballot/FoodampDining",0,0.0301,Outer Light Brewing Company,1,0,0,Link,03/04/2016 09:56:29
The crew at Doles Orchard have outdone themselves with this jockey box cover. Can't wait to rock this at our next brew fest! Prost! #begneiss #lookgneiss,1,3.6405,Gneiss Brewing Company,101,6,4,Photo,03/04/2016 09:48:05
See you there!,0,0,Wachusett Brewing Company,0,0,0,Event,03/04/2016 09:16:07
"""a 12,000 square foot warehouse, open to dreams, projects, and ideas"" --AERONAUT in the Somerville Times! Sal Ghamo, from Endicott College came to visit us last WED during Populace's show at the Duck Village Stage we got to wander all through the brewery telling stories of the music, science, filming and adventures and holy cow, he seems to have caught every minute of it. Forgive the rambling -- BEN.

http://www.thesomervilletimes.com/archives/65704",0,0.0778,Aeronaut Brewing Company,7,0,1,Link,03/04/2016 09:13:59
"3 hours into pouring and I've heard it again, ""you guys have the best beer here!""",1,1.3621,"14th Star Brewing Company, LLC",138,7,0,Status,03/04/2016 08:58:42
"Good morning! 

We are T-minus 8 days from our St Baldrick's Day charity event (Saturday, March 12)!  We need your help to reach our goal of raising $15,000 to fight childhood cancers!  Please click on this URL to find out how you can join Schilling as a shavee/fundraiser, or to make a donation: https://www.stbaldricks.org/events/mypage/11104/2016/participants#content

The head-shaving fun starts at noon on Saturday, March 12.

Also, some news about Schilling beers on-tap for this weekend (March 4-6):  Erastus, our abbey-style tripel, is back, and Racogne (Belgo pale ale) will return soon.  Below is a complete draft list for today:

Erastus (Abbey-style Tripel), 8.2% abv. A dry, spicy, and complex Belgian-style ale inspired by Trappists. Deep yellow and slightly cloudy in appearance. Aroma and flavor marked by the marriage of peppery spice, citrus, and pear. Noble hops assertively utilized to create balance.

Paulus (Münchner Helles), 4.7% abv. Paulus (pronounced Pow'loos) is typical o",0,0.0635,Schilling Beer Co.,2,1,0,Link,03/04/2016 08:57:44
"We're going to have another great weekend beginning with our Toast to the Coast event tonight, 6-8 pm. Come meet representatives from the Surfrider Foundation and the Wells Reserve at Laudholm, the beneficiaries of the fundraiser featuring Toes on the Nose Gose. Please no dogs during this event.

Saturday, 4-6 pm, OldHat featuring Steve Roy & Whitney Kent will be playing, and Chris O'Neal on guitar, Sunday 3-5 pm.

Oh yeah, and we have GREAT BEER!!",0,0.1659,Tributary Brewing Company,12,0,0,Photo,03/04/2016 08:53:54
Get you tickets NOW! http://www.dcucenter.com/event-calendar/brew-woo/,0,0.0378,Wachusett Brewing Company,3,4,0,Event,03/04/2016 08:53:45
"Foley Friday at Vermont Tasting Room! Join them today and start the weekend off right!!

https://www.facebook.com/events/587914794697244/",0,0.1963,Foley Brothers Brewing,7,1,0,Event,03/04/2016 08:38:15
"Weekly Hours - Thursday 3:30 - 7, Friday 5-9, Saturday Noon-7, Sunday Noon-5.",0,0.3033,Proclamation Ale Company,9,1,0,Status,03/04/2016 08:18:55
"EEB's herbal consultant April O'Keefe, of AOK Herbals, has got a bunch of juicy workshops scheduled--check'em out!",0,0.2585,Earth Eagle Brewings,11,1,1,Link,03/04/2016 08:08:11
"Lots going on at the brewery this weekend! Tonight GoldenOak, a Folk/Indie group, will be entertaining the masses, Erik has once again outdone himself with a mouthwatering selection of wood fired pizza and on tap: Lying Bastard, Bigelow Brown, Dementia Dog, Jailbreak and our seasonal Rowe Road Maple Porter are available for your sampling pleasure. Open tonight 3-8:00pm. We have a full day on Saturday! We will be open our regular hours from 12-5pm and immediately after  from 5-8pm we are hosting an event for Lake George Regional Park from 5-8pm. Tickets are $10 single and $25 families which includes 4 small craft beer samples, light appetizer fare and music by Amanda Landry Music.",1,1.5879,Bigelow Brewing Company,36,1,7,Photo,03/04/2016 08:07:02
Label artwork reboot ver. 1.1 .  #rebranding #harper1 #apricot #sourbeer #atari #craftbeer #ribeer #rilocal #design #beerlabel,1,2.4871,Proclamation Ale Company,73,9,0,Photo,03/04/2016 08:05:48
"Join us for our first ever Comedy Night at Two Roads on March 26! Comedians performing- Kevin Fitzgerald, Ryan Brauth, Brian Plumb, Darren Rivera and Pat Oates. Tickets on sale now! https://tickets.beerfests.com/event/two-roads-comedy-night",1,0.758,Two Roads Brewing Company,123,21,32,Link,03/04/2016 08:02:00
Friday 3/4 come down for our new Innuendo Blonde Ale and Ted's Steamed Cheeseburgers! #getlit #ctbeertrail #ctbeer,0,0.3683,Firefly Hollow Brewing,22,8,5,Photo,03/04/2016 07:01:12
"IPA on tap tonight...NEW RELEASE! We will be  are open an hour later today....3-9PM!
#ctcraftbeer #craftbeer #duvigbeer #duvigbrewingco",1,0.7474,DuVig Brewing Company,8,5,2,Photo,03/04/2016 06:50:30
,1,0.837,Goodfellow's Brewing Company,13,6,0,Photo,03/04/2016 06:50:06
Now enrolling Saturday (9:00-13:00) morning classes for March and April in Lakeville!!  Lisa and I hope to see you in class or at an upcoming brewery event!!  Contact john@goodfellowsbrewing.com with questions or to confirm your enrollment.,1,0.6608,Goodfellow's Brewing Company,5,5,5,Link,03/04/2016 06:48:02
"And we're on tap at the Barcelona beer festival!!! Here's a view of all the breweries pouring AND the ginormous chalkboard they change every time a tap changes. Kelly is pouring for our friends at Zero Gravity...so much to see and taste! The taste of Spain, and the world!",1,0.7421,"14th Star Brewing Company, LLC",73,5,1,Photo,03/04/2016 04:55:40
"Introducing...our brand new firkin! This is double the size of the cask we've had for our first couple of cask tappings. Wondering what is inside? It's our IPA, dry hopped in the cask with Cashmere, Triple Pearl, and Tahoma, along with some sweet orange peel. We'll be tapping it at 3:00 pm on Friday.",1,2.4919,Great North Aleworks,38,5,3,Photo,03/03/2016 23:59:06
Excited to have CNBC  and Mary Thompson hanging at the brewery tomorrow. We'll be talking all things jobs and broadcasting live throughout the morning. Tune in!,0,0.2361,Half Full Brewery,11,1,4,Photo,03/03/2016 21:16:08
We may or may not have released Beards and Arrows tonight as a stealth release.  750's of a single batch blonde sour.  $12.  We'll have them until we don't,1,2.3369,Proclamation Ale Company,41,36,0,Status,03/03/2016 20:33:42
Get your tickets now for the Newport Craft Beer Fest! All proceeds go toward supporting Rhode Island beer...not to mention it's a kickass show.,0,0.0684,Foolproof Brewing Company,4,0,0,Link,03/03/2016 20:12:22
"Big props to Tony for capturing this wonderful photo of our new beer, Croupier.",1,1.3088,Idle Hands Craft Ales,52,1,1,Link,03/03/2016 19:55:50
Are you ready for the next big thing to come from St Albans??? Incubated at 14th Star and ready to take on the world... Details coming in the next few weeks and months...,0,0.3572,"14th Star Brewing Company, LLC",33,5,0,Photo,03/03/2016 19:45:31
"Bottled up some Brother Soigné today for the future. The future looks bright—and citrusy. 
This was Soigné before soigné was cool. #originalsoigné #Vermont #beer",1,0.577,Hill Farmstead Brewery,215,14,3,Photo,03/03/2016 19:26:44
Shipping out World Beer Cup entries this eve - here we go,0,0.4975,Beara Irish Brewing Co.,9,0,0,Photo,03/03/2016 19:21:27
A great beer lineup here for our tap takeover tonight @ordinarynewhaven.  Come on out for six beers and amazing food. #cteats #ctbeer #supportyourlocalbrewery,0,0.1683,Back East Brewing Company,13,2,2,Photo,03/03/2016 19:14:23
DDH Patina Pale w/galaxy is on Saturday along with Milk Stout,1,2.3823,Austin Street Brewery,79,3,4,Photo,03/03/2016 19:03:27
"Come have one with the crew this Wed! We'll be hanging with our buds Biltmore & Main in support of their Pint Night. Bring your swagger, and we'll bring ours.",0,0.0938,Lord Hobo Brewing Co,6,0,0,Status,03/03/2016 18:22:03
,0,0.422,Lord Hobo Brewing Co,27,0,0,Event,03/03/2016 18:15:00
"Join me @portlandpiecompany now for a ""keep the pint"" night!",0,0.409,Kelsen Brewing Company,14,0,0,Photo,03/03/2016 18:09:05
Come on down to City Steam for the 5th Annual March Maddness Brew Fest.,0,0.0594,Back East Brewing Company,5,0,1,Photo,03/03/2016 18:07:15
"Retweeted Pemberton Farms (@PembertonFarms):

Tonights tasting 5-7pm: @HiddenCoveBeer Brown and IPA, @SpencerBrewery IPA, new @cidergeist Ciders @MassBevAlliance https://t.co/kHaCwzBHTc",0,0.1131,Hidden Cove Brewing Company,2,0,0,Link,03/03/2016 18:02:06
"Bolton Valley has our Really Pale Ale on tap! If you're up there, grab a pint of this super yummy, easy drinking, bright, hoppy Pale Ale.",0,0.1876,Frost Beer Works,2,1,0,Status,03/03/2016 17:50:47
,0,0.0891,Back East Brewing Company,8,0,1,Photo,03/03/2016 17:44:10
"Unapologetically bold cuisine meets culinary-inspired brews. Challenge your palate and join us Monday, 3/14 at Coppa Enoteca for a five-course pairing. Tickets available, call Coppa to reserve your spot now.",0,0.0392,Night Shift Brewing,6,0,0,Photo,03/03/2016 17:30:00
,0,0.2213,Half Full Brewery,12,3,0,Photo,03/03/2016 17:18:48
Remember those The Macallan scotch barrels we received a few months ago? We put them to good use today as we transferred a scotch ale from the barrels back to the tanks to be kegged.,0,0.0134,Samuel Adams,122,8,9,Photo,03/03/2016 17:11:47
Tap list for today- Maple Beast and Cloven Hoof are still hanging on.. But not for long!,1,1.4019,Rockingham Brewing Company,17,4,0,Photo,03/03/2016 17:09:45
"We'll be sponsoring trivia tonight at 99 Restaurant Westfield east main Street. Trivia starts at 7pm. 
In addition to prizes & giveaways, we're also bringing a few growlers of our freshly kegged hoppy pale ale, StockHouse 122. Come sample it a day before anyone else.",1,1.238,Iron Duke Brewing,46,1,2,Photo,03/03/2016 17:00:30
Just in time for Game Night... GIANT JENGA! Thanks to our friends at Sam's Quality Painting & More in Harwich for making it happen on short notice! (Cape Cod Porter for scale),0,0.2992,Cape Cod Beer,34,3,4,Photo,03/03/2016 16:48:20
Think warm thoughts with a pineapple shandy in our Springtime Variety Pack. http://bit.ly/findtrvlr,0,0.13,Traveler Beer Company,51,15,7,Photo,03/03/2016 16:45:00
,0,0.3928,Burlington Beer Company,29,0,0,Event,03/03/2016 16:43:26
"Tickets are selling fast! Enjoy a night of yoga and beer, what could be better?",0,0.129,Broad Brook Brewing,6,0,0,Event,03/03/2016 16:22:52
"Chickitty check what's on our small batch tap this weekend:

- Weis & Bitter, both brewed with our neighbor's malt. Blue Ox Malthouse just down the road in Lisbon.... 4.9% and 3.9% ABV

- Ceremony Saison, a crazy combo of our green tea session IPA w/saison yeast.... 4.2% ABV

- Coffee Dunkel, our keg-only 5th anniversary brew, a dark lager w/ coffee beans from Coffee By Design in Portland.... 5.4% ABV
 
Come get some before they kick! Our tap room is open Th, Fri, & Sat, 2-3pm for the FREE tour, 3-9pm for samples, cans to go, and such. 
#cheers",0,0.1542,Baxter Brewing Co.,12,5,2,Photo,03/03/2016 16:18:29
It's 5 o'clock somewhere. Enjoy your Thirsty Thursday with a nice cold Export!,0,0.165,Shipyard Brewing Company,36,5,4,Photo,03/03/2016 16:10:52
